Column1,iso_code,Latitude,Longitude,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality
46,ABW,12.5,-69.9667,North America,Aruba,25/09/2021 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,155609,81124,74485,NA,108,148,145.16,75.68,69.49,NA,1381,NA,107195,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA,76.29,NA,NA,NA,NA
522,AFG,33,65,Asia,Afghanistan,25/09/2021 0:00,154960,0,67.571,7199,0,1.857,3890.005,0,1.696,180.719,0,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39835428,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5,64.83,0.511,NA,NA,NA
1063,AGO,-12.5,18.5,Africa,Angola,25/09/2021 0:00,54795,515,355.429,1487,16,14.143,1614.771,15.177,10.474,43.821,0.472,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33933611,23.89,16.8,2.405,1.362,5819.495,NA,276.045,3.94,NA,NA,26.664,NA,61.15,0.581,NA,NA,NA
1751,ALB,41,20,Europe,Albania,25/09/2021 0:00,167354,664,740.143,2629,10,7.857,58251.947,231.123,257.626,915.092,3.481,2.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA
2200,AND,42.5,1.6,Europe,Andorra,25/09/2021 0:00,15167,0,6.143,130,0,0,196072.601,0,79.412,1680.585,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77354,163.755,,,,,NA,109.135,7.97,29,37.8,NA,NA,83.73,0.868,NA,NA,NA
2837,ARE,24,54,Asia,United Arab Emirates,25/09/2021 0:00,734596,321,328.143,2089,3,2.286,73525.162,32.129,32.844,209.086,0.3,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,19847232,9227821,8169539,NA,71886,62082,198.65,92.36,81.77,NA,6214,NA,9991083,112.442,34,1.144,0.526,67293.483,NA,317.84,17.26,1.2,37.4,NA,1.2,77.97,0.89,NA,NA,NA
3683,ARG,-34,-64,South America,Argentina,25/09/2021 0:00,5249840,993,1604.286,114849,21,68.857,115113.371,21.774,35.177,2518.297,0.46,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,50575922,29398567,21216344,NA,298042,286161,110.9,64.46,46.52,NA,6275,NA,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,NA,NA,NA
4490,ARM,40,45,Asia,Armenia,25/09/2021 0:00,257620,1066,646.714,5239,23,17.429,86795.448,359.149,217.886,1765.086,7.749,5.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2968128,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,NA,NA,NA
5076,ATG,17.05,-61.8,North America,Antigua and Barbuda,25/09/2021 0:00,2902,87,42.714,64,1,1.286,29393.89,881.209,432.646,648.246,10.129,13.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98728,231.845,32.1,6.933,4.631,21490.943,NA,191.511,13.17,NA,NA,NA,3.8,77.02,0.778,NA,NA,NA
5196,AUS,-27,133,Oceania,Australia,25/09/2021 0:00,97559,1752,1704.429,1231,11,9.857,3783.084,67.938,66.093,47.735,0.427,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26441588,15919052,10522536,NA,311275,292736,102.53,61.73,40.8,NA,11352,NA,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA
6248,AUT,47.3333,13.3333,Europe,Austria,25/09/2021 0:00,734302,2145,1706.429,10961,8,10.286,81200.504,237.198,188.7,1212.088,0.885,1.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9043072,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,NA,NA,NA
6752,AZE,40.5,47.5,Asia,Azerbaijan,25/09/2021 0:00,479814,1099,1805.857,6433,18,29.429,46933.176,107.499,176.641,629.246,1.761,2.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8293590,4700096,3593494,NA,65861,53402,81.12,45.97,35.15,NA,5224,NA,10223344,119.309,32.4,6.018,3.871,15847.419,NA,559.812,7.11,0.3,42.5,83.241,4.7,73,0.756,NA,NA,NA
7142,BDI,-3.5,30,Africa,Burundi,25/09/2021 0:00,16356,0,309.571,38,0,0,1334.592,0,25.26,3.101,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12255429,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,NA,NA,6.144,0.8,61.58,0.433,NA,NA,NA
7894,BEL,50.8333,4,Europe,Belgium,25/09/2021 0:00,1233723,0,1987,25554,0,8.143,106059.798,0,170.817,2196.808,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11632334,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA,NA,NA
8290,BEN,9.5,2.25,Africa,Benin,25/09/2021 0:00,22958,0,215.429,154,0,1.143,1843.863,0,17.302,12.368,0,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12451031,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,NA,NA,NA
9101,BFA,13,-2,Africa,Burkina Faso,25/09/2021 0:00,14131,15,15.143,180,1,1.143,657.345,0.698,0.704,8.373,0.047,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21497097,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,NA,NA,NA
9590,BGD,24,90,Asia,Bangladesh,25/09/2021 0:00,1550371,818,1295.857,27393,25,30.143,9322.54,4.919,7.792,164.717,0.15,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,39638948,23783472,15855476,NA,NA,477257,23.84,14.3,9.53,NA,2870,NA,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,NA,NA,NA
10086,BGR,43,25,Europe,Bulgaria,25/09/2021 0:00,492365,1038,1519.571,20449,26,66.286,71391.856,150.508,220.335,2965.061,3.77,9.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2507048,NA,1307993,NA,2466,6440,36.35,NA,18.97,NA,934,NA,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,NA,7.454,75.05,0.816,NA,NA,NA
10578,BHR,26,50.55,Asia,Bahrain,25/09/2021 0:00,274745,69,80.857,1389,0,0.143,157150.252,39.467,46.249,794.488,0,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2553691,1163222,1109912,NA,4393,2542,146.07,66.53,63.49,NA,1454,NA,1748295,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.852,NA,NA,NA
11138,BHS,24.25,-76,North America,Bahamas,25/09/2021 0:00,20603,0,81.857,522,0,2.571,51907.97,0,206.234,1315.146,0,6.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396914,39.497,34.3,8.996,5.2,27717.847,NA,235.954,13.17,3.1,20.4,NA,2.9,73.92,0.814,NA,NA,NA
11606,BIH,44,18,Europe,Bosnia and Herzegovina,25/09/2021 0:00,230801,0,706.286,10422,0,31.286,70722.813,0,216.422,3193.544,0,9.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3263459,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,NA,NA,NA
12283,BLR,53,28,Europe,Belarus,25/09/2021 0:00,528229,1987,1969,4081,15,12.857,55939.473,210.423,208.517,432.178,1.589,1.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9442867,46.858,40.3,14.799,9.788,17167.967,NA,443.129,5.18,10.5,46.1,NA,11,74.79,0.823,NA,NA,NA
12832,BLZ,17.25,-88.75,North America,Belize,25/09/2021 0:00,19600,0,152.571,402,0,1.857,48405.221,0,376.799,992.801,0,4.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404915,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.716,NA,NA,NA
13653,BOL,-17,-65,South America,Bolivia,25/09/2021 0:00,498790,195,262.857,18698,2,6.286,42152.683,16.479,22.214,1580.166,0.169,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11832936,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,NA,NA,25.383,1.1,71.51,0.718,NA,NA,NA
14217,BOL,-17,-65,South America,Bolivia,25/09/2021 0:00,498790,195,262.857,18698,2,6.286,42152.683,16.479,22.214,1580.166,0.169,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11832936,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,NA,NA,25.383,1.1,71.51,0.718,NA,NA,NA
14984,BRA,-10,-55,South America,Brazil,25/09/2021 0:00,21343304,15688,16139.857,594200,537,527.429,99738.122,73.311,75.422,2776.721,2.509,2.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,230477848,148959378,86085238,NA,NA,1411550,107.7,69.61,40.23,NA,6596,NA,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NA,2.2,75.88,0.765,NA,NA,NA
15150,BRB,13.1667,-59.5333,North America,Barbados,25/09/2021 0:00,7401,169,149,64,0,1,25723.998,587.401,517.886,222.448,0,3.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287708,664.463,39.8,14.952,9.473,16978.068,NA,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,NA,NA,NA
15697,BRN,4.5,114.6667,Asia,Brunei,25/09/2021 0:00,5960,0,143.286,33,0,1,13498.455,0,324.519,74.74,0,2.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441532,81.347,32.4,4.591,2.382,71809.251,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.838,NA,NA,NA
16263,BRN,4.5,114.6667,Asia,Brunei,25/09/2021 0:00,5960,0,143.286,33,0,1,13498.455,0,324.519,74.74,0,2.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441532,81.347,32.4,4.591,2.382,71809.251,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.838,NA,NA,NA
17219,BTN,27.5,90.5,Asia,Bhutan,25/09/2021 0:00,2599,0,0.286,3,0,0,3332.479,0,0.366,3.847,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,NA,NA,NA
17839,BWA,-22,24,Africa,Botswana,25/09/2021 0:00,176427,0,596.429,2360,0,2.429,73595.885,0,248.798,984.465,0,1.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2397240,4.044,25.8,3.941,2.242,15807.374,NA,237.372,4.81,5.7,34.4,NA,1.8,69.59,0.735,NA,NA,NA
18048,CAF,7,21,Africa,Central African Republic,25/09/2021 0:00,11371,0,8.857,100,0,0,2311.185,0,1.8,20.325,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4919987,7.479,18.3,3.655,2.251,661.24,NA,435.727,6.1,NA,NA,16.603,1,53.28,0.397,NA,NA,NA
18903,CAN,60,-95,North America,Canada,25/09/2021 0:00,1608019,1045,4119.714,27690,13,36.571,42240.797,27.451,108.22,727.384,0.341,0.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,55743735,29027807,26715928,NA,47871,105705,146.43,76.25,70.18,NA,2777,NA,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,NA,2.5,82.43,0.929,NA,NA,NA
19252,CHE,47,8,Europe,Switzerland,25/09/2021 0:00,833385,0,1472.429,11043,1,6.286,95621.086,0,168.944,1267.054,0.115,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.44,8715494,214.243,43.1,18.436,12.644,57410.166,NA,99.739,5.59,22.6,28.9,NA,4.53,83.78,0.955,NA,NA,NA
19692,CHL,-30,-71,South America,Chile,25/09/2021 0:00,1650985,747,570.143,37432,9,13.286,85933.473,38.881,29.676,1948.329,0.468,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18,0.851,NA,NA,NA
20786,CHN,35,105,Asia,China,25/09/2021 0:00,96081,30,47,4636,0,0,66.528,0.021,0.033,3.21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,NA,NA,NA
20809,CIV,8,-5,Africa,Cote d'Ivoire,25/09/2021 0:00,59778,122,127,593,4,4.571,2209.611,4.51,4.694,21.919,0.148,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27053629,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,NA,NA,19.351,NA,57.78,0.538,NA,NA,NA
21373,CIV,8,-5,Africa,Cote d'Ivoire,25/09/2021 0:00,59778,122,127,593,4,4.571,2209.611,4.51,4.694,21.919,0.148,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27053629,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,NA,NA,19.351,NA,57.78,0.538,NA,NA,NA
22367,CMR,6,12,Africa,Cameroon,25/09/2021 0:00,85414,0,0,1368,0,0,3137.422,0,0,50.249,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27224262,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,NA,NA,2.735,1.3,59.29,0.563,NA,NA,NA
22628,COD,0,25,Africa,Democratic Republic of Congo,25/09/2021 0:00,56617,0,32.857,1083,0,2.143,612.884,0,0.356,11.724,0,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92377986,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.48,NA,NA,NA
23372,COG,-1,15,Africa,Congo,25/09/2021 0:00,14113,0,58.857,191,0,1.143,2494.778,0,10.404,33.763,0,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5657017,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,NA,64.57,0.574,NA,NA,NA
23836,COL,4,-72,South America,Colombia,25/09/2021 0:00,4950253,1740,1571.714,126102,34,34.571,96560.456,33.941,30.658,2459.767,0.663,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51265841,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,NA,NA,NA
24637,COM,-12.1667,44.25,Africa,Comoros,25/09/2021 0:00,4112,0,1.143,147,0,0,4628.254,0,1.286,165.456,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888456,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,NA,NA,NA
24862,CPV,16,-24,Africa,Cape Verde,25/09/2021 0:00,37400,45,61.429,334,0,1,66559.768,80.085,109.323,594.411,0,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561901,135.58,25.7,4.46,3.437,6222.554,NA,182.219,2.42,2.1,16.5,NA,2.1,72.98,0.665,NA,NA,NA
25847,CRI,10,-84,North America,Costa Rica,25/09/2021 0:00,521182,0,2288.429,6189,0,34.286,101415.961,0,445.302,1204.307,0,6.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5139053,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,NA,NA,NA
26326,CUB,21.5,-80,North America,Cuba,25/09/2021 0:00,847494,7513,7794.429,7163,59,61.429,74883.512,663.839,688.706,632.914,5.213,5.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11317498,110.408,43.1,14.738,9.719,,NA,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,NA,NA,NA
27183,CYP,35,33,Europe,Cyprus,25/09/2021 0:00,117967,99,210.429,552,1,2.571,132844.973,111.486,236.968,621.618,1.126,2.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888005,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.887,NA,NA,NA
27812,CZE,49.75,15.5,Europe,Czechia,25/09/2021 0:00,1688953,496,439.286,30452,1,3.286,157484.699,46.249,40.961,2839.466,0.093,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10724553,137.176,43.3,19.027,11.58,32605.906,NA,227.485,6.82,30.5,38.3,NA,6.63,79.38,0.9,NA,NA,NA
28175,DEU,51,9,Europe,Germany,25/09/2021 0:00,4199029,6423,7837.714,93398,28,62,50047.74,76.555,93.417,1113.2,0.334,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA
28647,DJI,11.5,43,Africa,Djibouti,25/09/2021 0:00,12253,0,41.857,162,0,0.714,12226.139,0,41.765,161.645,0,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002197,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,NA,1.4,67.11,0.524,NA,NA,NA
29158,DMA,15.4167,-61.3333,North America,Dominica,25/09/2021 0:00,3197,0,62.714,13,0,0.714,44296.957,0,868.956,180.125,0,9.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72172,98.567,,,,9673.367,NA,227.376,11.62,NA,NA,NA,3.8,75,0.742,NA,NA,NA
29923,DNK,56,10,Europe,Denmark,25/09/2021 0:00,358352,375,348,2642,0,2.143,61643.452,64.507,59.863,454.475,0,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,NA,NA,NA
30498,DOM,19,-70.6667,North America,Dominican Republic,25/09/2021 0:00,356934,240,274.429,4035,0,1.143,32585.66,21.91,25.053,368.368,0,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10953714,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,NA,NA,NA
31329,DZA,28,3,Africa,Algeria,25/09/2021 0:00,202574,125,164.143,5767,9,12.286,4540.325,2.802,3.679,129.257,0.202,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,NA,NA,NA
31775,ECU,-2,-77.5,South America,Ecuador,25/09/2021 0:00,507858,0,285.429,32720,0,23,28390.236,0,15.956,1829.111,0,1.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NA,NA,NA
32509,EGY,27,30,Africa,Egypt,25/09/2021 0:00,300945,667,667,17149,39,28.286,2886.532,6.398,6.398,164.486,0.374,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104258327,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,NA,NA,NA
33001,ERI,15,39,Africa,Eritrea,25/09/2021 0:00,6694,9,3.286,42,0,0.286,1858.69,2.499,0.912,11.662,0,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3601462,44.304,19.3,3.607,2.171,1510.459,NA,311.11,6.05,0.2,11.4,NA,0.7,66.32,0.459,NA,NA,NA
33184,ESP,40,-4,Europe,Spain,25/09/2021 0:00,4946601,0,2436.429,86229,0,63.714,105820.487,0,52.121,1844.66,0,1.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46745211,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56,0.904,NA,NA,NA
