date,state,state_abbrev,confirmed,confirmed_cum,deaths,deaths_cum,tests,tests_cum,positives,positives_cum,recovered,recovered_cum,hosp,hosp_cum,icu,icu_cum,vent,vent_cum,vaccines,vaccines_cum,positive_rate
27/01/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2020,Queensland,QLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2020,South Australia,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2020,Victoria,VIC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/01/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/01/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/01/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/01/2020,Queensland,QLD,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/01/2020,South Australia,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/01/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/01/2020,Victoria,VIC,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/01/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/2020,Queensland,QLD,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/2020,South Australia,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/2020,Victoria,VIC,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/2020,Queensland,QLD,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/2020,South Australia,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/2020,Victoria,VIC,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/02/2020,Queensland,QLD,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/02/2020,South Australia,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/02/2020,Victoria,VIC,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/02/2020,Queensland,QLD,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/02/2020,South Australia,SA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/02/2020,Queensland,QLD,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/02/2020,Queensland,QLD,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/02/2020,Queensland,QLD,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/02/2020,Queensland,QLD,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/02/2020,Queensland,QLD,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/02/2020,South Australia,SA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/02/2020,Western Australia,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/02/2020,Queensland,QLD,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/02/2020,South Australia,SA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/02/2020,Western Australia,WA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/02/2020,Queensland,QLD,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/02/2020,South Australia,SA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/02/2020,Western Australia,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/02/2020,Queensland,QLD,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/02/2020,South Australia,SA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/02/2020,Western Australia,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/02/2020,Northern Territory,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/02/2020,Queensland,QLD,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/02/2020,South Australia,SA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/02/2020,Tasmania,TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/02/2020,Victoria,VIC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/02/2020,Western Australia,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2020,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2020,New South Wales,NSW,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
